"tweetid","name","inreplyuserid","createdat","timezone","friendscount","accountcreated","location","userid","xcoordinate","message","screenname","favoritecount","followerscount","inreplytweetid","retweetcount","utcoffset","ycoordinate","dataagent","place","inreplyscreenname","category","annotation"
1383408212922171398,"Kailey Bennett",-1,"2021-04-17 13:13:15","None",1052,"Tue May 19 00:30:38 +0000 2009","None",41011424,"None","RT @CherokeeNation: ‼️Don$q$t forget! Cherokee Nation is hosting a public drive-thru #COVID19 vaccine event at Cherokee Casino &amp; Hotel Roland…","whaleerules88",0,299,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408212989284353,"CMar",-1,"2021-04-17 13:13:15","None",1164,"Sun Mar 02 21:37:47 +0000 2014","None",2377187200,"None","RT @rmack2x: The Safe Way to Get Your COVID-19 Vaccine: #ScreenB4Vaccine | by Hooman Noorchashm | Medium https://t.co/GR0F2sx3wr","mickeymyman",0,758,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408213509304325,"Aakash Kumar",-1,"2021-04-17 13:13:15","None",507,"Fri Jun 26 15:05:29 +0000 2009","Delhi, NCR",51090860,"None","RT @Kaalateetham: Covid Appropriate Behaviour is the only shield we have against this virus &amp; Vaccination is the only weapon to reach herd…","aakash_kumar",0,319,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408213668728848,"remy",-1,"2021-04-17 13:13:15","None",311,"Sat Apr 27 12:49:59 +0000 2013","Borneo",1384390537,"None","RT @PointMHD: Also let’s not forget the Queen herself admitted she received two doses of vaccinations already.   What vaccine? When? From w…","RemyGaillard",0,564,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408214050361356,"/A\ #MaskUp",-1,"2021-04-17 13:13:15","None",750,"Thu Oct 29 20:55:05 +0000 2009","dystopia",86160089,"None","RT @AustenJane023: Yes absolutely. I always wonder why I didn$q$t import vaccination vials soon enough and got vaccinated. Like why I didn$q$t…","ThatRedDeviL",0,1413,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408209117945858,"HIDEKI LOOKS GOOD IN GREEN",228071871,"2021-04-17 13:13:14","None",556,"Sat Dec 18 16:46:46 +0000 2010","Toronto, Ontario",228071871,"None","Pay people to stay home. It’s the only way. Perhaps we could vaccinate our way out of it like the UK but we’d likely need to triple or even quadruple or rate AND have a good rollout-we have neither. So Doug Ford and his donors have decided that more poor people have to die.","CHAMPIONLOVERRR",0,1577,1383408205317820425,0,"None","None","JS Listener","None","CHAMPIONLOVERRR","vaccine ",1
1383408205091336197,"BamBinit0® 🎭 ☘️",-1,"2021-04-17 13:13:13","None",1678,"Fri Oct 09 22:12:40 +0000 2015","Estados Unidos",3912762394,"None","RT @LcdoCorona: Covid mortality rate: less than 1% “You need to be eternally afraid of Covid”  Vaccine mortality rate: less than 1% “You’re…","BaMbINiT0",0,2618,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408202985791505,"Bhavish Nareda",-1,"2021-04-17 13:13:12","None",190,"Tue Sep 01 07:19:46 +0000 2020","None",1300694765596418050,"None","RT @srivatsayb: Uddhav tells PM about Vaccine &amp; Oxygen shortage  Patnaik tells PM about Vaccine Shortage  Jagan tells PM about Vaccine Shor…","nareda_bhavish",0,67,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408203883417600,"ami #EbitLewStanAccount",-1,"2021-04-17 13:13:12","None",732,"Tue Nov 29 16:52:17 +0000 2011","Malaysia",424326280,"None","RT @NabilErsyad: Full vaccination means getting the second dose and so far only 434,301 have that. This means out of 8,834,824  only 4.92%…","AmiAwesomeMi",0,1364,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408196400738310,"Dr.தனநந்தர்™",143756300,"2021-04-17 13:13:11","None",688,"Fri May 14 14:42:11 +0000 2010","Salem, Tamil Nadu",143834211,"None","@TenPercentFraud What is the real situation about vaccine stock? This week my parents r to be vaccinated for 2nd dose","Dhananandhar",0,1945,1383294326956986373,0,"None","None","JS Listener","None","TenPercentFraud","vaccine ",1
1383408198585962496,"iman",-1,"2021-04-17 13:13:11","None",539,"Sat Jul 16 14:05:20 +0000 2011","Kuala Lumpur, Malaysia",336555927,"None","RT @PointMHD: Also let’s not forget the Queen herself admitted she received two doses of vaccinations already.   What vaccine? When? From w…","itsbroiman",0,8125,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408199135498251,"karina k",211410405,"2021-04-17 13:13:11","None",136,"Wed Nov 03 04:59:41 +0000 2010","None",211410405,"None","I’m all for having the CHOICE to be or not to be vaccinated, so why bash the other? I mean I haven’t had a flu shot since I can even remember, again by choice","karina_IZhere",0,135,1383408072178110466,0,"None","None","JS Listener","None","karina_IZhere","vaccine ",1
1383408199135498251,"karina k",211410405,"2021-04-17 13:13:11","None",136,"Wed Nov 03 04:59:41 +0000 2010","None",211410405,"None","I’m all for having the CHOICE to be or not to be vaccinated, so why bash the other? I mean I haven’t had a flu shot since I can even remember, again by choice","karina_IZhere",0,135,1383408072178110466,0,"None","None","JS Listener","None","karina_IZhere","vaccine ",1
1383408191866695690,"Stephen Moriarty",-1,"2021-04-17 13:13:10","None",922,"Thu Nov 24 18:55:48 +0000 2011","Ireland",420522073,"None","RT @lisabu1980: People left waiting outside citywest vaccination centre this morning. After an hour or so, they were told vaccine appointme…","S_Moriarty1",0,875,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408192336527361,"meri",-1,"2021-04-17 13:13:10","None",52,"Wed Dec 05 05:11:38 +0000 2018","None",1070183896967471104,"None","RT @LilRedRooster: The same people who are against vaccine passports because they $q$violate privacy$q$ are also fine with allowing kids to und…","meridiangrimm",0,12,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408193070501895,"💜💜💜",-1,"2021-04-17 13:13:10","None",536,"Wed Oct 12 00:26:35 +0000 2016","None",786000073259757568,"None","RT @benwonx: รมว.ท่องเที่ยวมัลดีฟส์ประกาศเตรียมฉีดวัคซีนให้นักท่องเที่ยวต่างชาติที่เดินทางเช้าประเทศ ผ่านโครงการ 3V คือ Visit, Vaccinate แล…","kkwbforst",0,31,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408194194579467,"Matt Braman",-1,"2021-04-17 13:13:10","None",1009,"Tue Feb 14 03:19:54 +0000 2012","North Adams, MA",491868265,"None","Stop posting your vaccination cards. You can do your part in silence. No ones giving you a fucking medal for doing what’s right","BramanMatt",0,692,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408194748260357,"พระสนมซุกบิน",-1,"2021-04-17 13:13:10","None",94,"Sat Feb 20 17:38:53 +0000 2016","None",701098711116443649,"None","RT @benwonx: รมว.ท่องเที่ยวมัลดีฟส์ประกาศเตรียมฉีดวัคซีนให้นักท่องเที่ยวต่างชาติที่เดินทางเช้าประเทศ ผ่านโครงการ 3V คือ Visit, Vaccinate แล…","suaysoodsoi",0,50,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408187739541506,"Sharafat Azmi",-1,"2021-04-17 13:13:09","None",4998,"Sun Mar 21 09:07:35 +0000 2021","None",1373561758791528452,"None","RT @SyedHazeena: I have tested +ve for #COVID19   Had taken my 1st shot of Vaccine a few days ago    1st shot of Vaccine is not shielding #…","SharafatAzmi10",0,729,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408187739541506,"Sharafat Azmi",-1,"2021-04-17 13:13:09","None",4998,"Sun Mar 21 09:07:35 +0000 2021","None",1373561758791528452,"None","RT @SyedHazeena: I have tested +ve for #COVID19   Had taken my 1st shot of Vaccine a few days ago    1st shot of Vaccine is not shielding #…","SharafatAzmi10",0,729,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408190155464720,"vanessa 🤍",-1,"2021-04-17 13:13:09","None",1105,"Wed Jan 30 22:49:07 +0000 2019","None",1090743742015918080,"None","RT @DramaML: @SHALOMEIBBOTSON @GoddesstheMuse Three for HPV, two for shingles, two for MMR, three for tetanus + booster every ten years","_vanessaaj",0,1541,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408185168461825,"woyajelas™",-1,"2021-04-17 13:13:08","None",686,"Tue Sep 13 17:27:59 +0000 2011","#sisilain",372922293,"None","RT @TheBabylonBee: For Maximum Protection, Vaccine Now Offered In Continuous IV Drip You Carry Around For The Rest Of Your Life https://t.c…","tweetspiring",0,3380,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408185894064135,"Brittany",-1,"2021-04-17 13:13:08","None",370,"Wed Oct 28 01:47:34 +0000 2015","None",4057373937,"None","RT @BitchBitchBarbi: The same people who don’t fear COVID bc of a “98% survival rate”, now fear a vaccine that has a 0.00009% risk of causi…","Midnyte121",0,56,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408186397319171,"วายโซซีเรียส?$q$",-1,"2021-04-17 13:13:08","None",304,"Tue Oct 11 10:24:15 +0000 2011","BKK,,Thailand ",388783529,"None","RT @bongtao: ไอเดียเรื่อง vaccine tourism คือไปเที่ยวต่างประเทศแล้วได้ฉีดวัคซีนไปด้วยในตัวนี่ไม่ใช่เรื่องตลกขำๆแล้วนะ มัลดีฟส์จะเอาจริงแล้ว…","Kimoo_swz",0,106,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408186611298307,"Darth Collapsitarian",-1,"2021-04-17 13:13:08","None",778,"Wed Nov 20 13:22:29 +0000 2019","None",1197143126940495873,"None","So why should healthy fit adults and children have to get it? How is it a vaccine?","ShoelessAncap",0,1886,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408179506073601,"clark",-1,"2021-04-17 13:13:07","None",3276,"Mon Jun 09 11:55:23 +0000 2014","Borneo ",2556707426,"None","I think Sarawak already start vaccinate the elderly who is 60 years old and above. My grandma will get her vaccine by next week 🥺❤️","itsclrkhns",0,4621,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408180726702081,"Nitin Sharma",-1,"2021-04-17 13:13:07","None",205,"Wed Apr 15 06:02:27 +0000 2009","None",31353662,"None","RT @DocVatsa: India Vaccination so far (17/04/21)  Doses- 119,787,239 Single dose - 7.6 % of the population Two doses - 1.1 %  Target to st…","nitinmms",0,429,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408182077259779,"Tracey Mackay",-1,"2021-04-17 13:13:07","None",213,"Mon Nov 23 19:59:20 +0000 2015","Thunder Bay, Ontario",4259485131,"None","RT @JustinTrudeau: Update: We’ve signed an agreement with Pfizer for an additional 8 million doses of their COVID-19 vaccine. This means we…","tmackay68",0,63,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408181892718594,"Sarvodaya Healthcare",-1,"2021-04-17 13:13:07","None",85,"Fri Aug 23 06:25:40 +0000 2013","Faridabad, India",1693013226,"None","A beautiful poem on $q$Our fight against Coronavirus with COVID-19 Vaccination &amp; Staying Safe at home$q$ by Mr. Mangal Singh, a retired social studies teacher, who visited us for getting vaccinated against COVID-19.  #COVID #COVID19 #Corona #SarvodayaHealthcare #SHRC https://t.co/dMvIIHUqk3","Sarvodaya_Care",0,528,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408174900793345,"Ryan Homistek",-1,"2021-04-17 13:13:06","None",161,"Sat Jun 30 19:56:12 +0000 2018","Albuquerque, NM",1013149219174019072,"None","RT @CABQEHD: All New Mexicans aged 16+ are eligible for the free COVID-19 vaccine. Register online today at https://t.co/nQqh5MuHcE or by c…","AbqHSPrincipal",0,341,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408174976307210,"𝑆𝑎𝑚_𝑡ℎ𝑒_𝑀𝑎𝑛",-1,"2021-04-17 13:13:06","None",201,"Tue Jul 06 22:14:18 +0000 2010","South of the Mason-Dixon line",163625153,"None","RT @TheBabylonBee: For Maximum Protection, Vaccine Now Offered In Continuous IV Drip You Carry Around For The Rest Of Your Life https://t.c…","fcane232",0,95,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408174913392659,"Christina Erne",-1,"2021-04-17 13:13:06","None",710,"Thu Sep 27 15:10:14 +0000 2012","Providence, RI",849411630,"None","I feel like the world needs to be talking about this. It’s been more than a month since my first COVID vaccination shot and my bandaid mark is still there. I know at least two others in #RI who have had this happen. Is anyone else experiencing this? @RIHEALTH @NBC10_Barbara https://t.co/z3Canog7zB","ChristinaErne",0,4169,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408174913392659,"Christina Erne",-1,"2021-04-17 13:13:06","None",710,"Thu Sep 27 15:10:14 +0000 2012","Providence, RI",849411630,"None","I feel like the world needs to be talking about this. It’s been more than a month since my first COVID vaccination shot and my bandaid mark is still there. I know at least two others in #RI who have had this happen. Is anyone else experiencing this? @RIHEALTH @NBC10_Barbara https://t.co/z3Canog7zB","ChristinaErne",0,4169,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408177539018762,"Emily Reid",-1,"2021-04-17 13:13:06","None",38,"Thu Apr 12 21:23:53 +0000 2012","Kitchener, Ontario",552263016,"None","RT @VaxHuntersCan: [ON] KITCHENER! Why not get your vaccine while you get your groceries 😋😋😋? All you 55+ people out there can get your SHO…","emilycade81",0,9,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408177539018762,"Emily Reid",-1,"2021-04-17 13:13:06","None",38,"Thu Apr 12 21:23:53 +0000 2012","Kitchener, Ontario",552263016,"None","RT @VaxHuntersCan: [ON] KITCHENER! Why not get your vaccine while you get your groceries 😋😋😋? All you 55+ people out there can get your SHO…","emilycade81",0,9,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408177182429186,"Dr. James Howard",-1,"2021-04-17 13:13:06","None",172,"Tue Jan 01 19:01:12 +0000 2008","Lake Geneva to Finland Station",11725142,"None","Vaccine clinic again, today.  You get a shot.  And you get a shot! https://t.co/yQFWSnuXXc","k3jph",0,631,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408177182429186,"Dr. James Howard",-1,"2021-04-17 13:13:06","None",172,"Tue Jan 01 19:01:12 +0000 2008","Lake Geneva to Finland Station",11725142,"None","Vaccine clinic again, today.  You get a shot.  And you get a shot! https://t.co/yQFWSnuXXc","k3jph",0,631,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408172648394752,"Bronco.",-1,"2021-04-17 13:13:05","None",1193,"Wed Jun 10 21:01:15 +0000 2020","Uk",1270823185961885697,"None","3 million out of 8 thousand million. It’s got a long way to go to get the population down to 3 billion. But ooh wait the vaccine will done that job.","Bronco35857848",0,449,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408173210501123,"RamMandirAyodhya#amitkumar nikam",-1,"2021-04-17 13:13:05","None",280,"Wed Aug 17 17:29:19 +0000 2011","None",356985730,"None","RT @c400_t: Now every death after vaccination is being declared and counted as coronavirus death!","MrIndianAtheist",0,180,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408173210501123,"RamMandirAyodhya#amitkumar nikam",-1,"2021-04-17 13:13:05","None",280,"Wed Aug 17 17:29:19 +0000 2011","None",356985730,"None","RT @c400_t: Now every death after vaccination is being declared and counted as coronavirus death!","MrIndianAtheist",0,180,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408173281734660,"yohaun5",1270969754140807169,"2021-04-17 13:13:05","None",117,"Tue Sep 03 02:57:39 +0000 2019","None",1168719642220580864,"None","@Trindar1 @FOX10Phoenix We’re tired of hearing about how many more people are dying when their is a vaccine..🤷🏻‍♂️ riddle me that it’s not going to save lives but it will protect those with compromised immunities they aren’t aware of","yohaun51",0,11,1383401512030769166,0,"None","None","JS Listener","None","Trindar1","vaccine ",1
